芙蕾央卫,#genre#
贵州卫视,http://148.135.93.213/live.php?id=贵州卫视
辽宁卫视,http://148.135.93.213/live.php?id=辽宁卫视
重庆卫视,http://148.135.93.213/live.php?id=重庆卫视
黑龙江卫视,http://148.135.93.213/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213/live.php?id=海南卫视
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视
北京纪实科教8K,http://148.135.93.213/brtv8k.php

APTV专享,#genre#
CCTV-1 综合,http://148.135.93.213/live.php?id=CCTV1
CCTV-2 财经,http://148.135.93.213/live.php?id=CCTV2
CCTV-3 综艺,http://148.135.93.213/live.php?id=CCTV3
CCTV-4 中文国际,http://148.135.93.213/live.php?id=CCTV4
CCTV-5 体育,http://148.135.93.213/live.php?id=CCTV5
CCTV-5+ 体育赛事,http://148.135.93.213/live.php?id=CCTV5p
CCTV-6 电影,http://148.135.93.213/live.php?id=CCTV6
CCTV-7 国防军事,http://148.135.93.213/live.php?id=CCTV7
CCTV-8 电视剧,http://148.135.93.213/live.php?id=CCTV8
CCTV-9 纪录,http://148.135.93.213/live.php?id=CCTV9
CCTV-10 科教,http://148.135.93.213/live.php?id=CCTV10
CCTV-11 戏曲,http://148.135.93.213/live.php?id=CCTV11
CCTV-12 社会与法,http://148.135.93.213/live.php?id=CCTV12
CCTV-13 新闻,http://148.135.93.213/live.php?id=CCTV13
CCTV-14 少儿,http://148.135.93.213/live.php?id=CCTV14
CCTV-15 音乐,http://148.135.93.213/live.php?id=CCTV15
CCTV-16 奥林匹克,http://148.135.93.213/live.php?id=CCTV16
CCTV-17 农业农村,http://148.135.93.213/live.php?id=CCTV17
重温经典,http://148.135.93.213/live.php?id=重温经典
五星体育,http://148.135.93.213/live.php?id=五星体育
CHC影迷电影,http://148.135.93.213/live.php?id=CHC影迷电影
CHC家庭影院,http://148.135.93.213/live.php?id=CHC家庭影院
CHC动作电影,http://148.135.93.213/live.php?id=CHC动作电影
凤凰中文,http://148.135.93.213/phenix.php?id=fhzw
凤凰资讯,http://148.135.93.213/phenix.php?id=fhzx
凤凰香港,http://148.135.93.213/phenix.php?id=fhhk
香港卫视,http://148.135.93.213/live.php?id=香港卫视
北京卫视,http://148.135.93.213/live.php?id=北京卫视
湖南卫视,http://148.135.93.213/live.php?id=湖南卫视
浙江卫视,http://148.135.93.213/live.php?id=浙江卫视
江苏卫视,http://148.135.93.213/live.php?id=江苏卫视
陕西卫视,http://148.135.93.213/live.php?id=陕西卫视
湖北卫视,http://148.135.93.213/live.php?id=湖北卫视
内蒙古卫视,http://148.135.93.213/live.php?id=内蒙古卫视
江西卫视,http://148.135.93.213/live.php?id=江西卫视
广东卫视,http://148.135.93.213/live.php?id=广东卫视
东方卫视,http://148.135.93.213/live.php?id=东方卫视
东南卫视,http://148.135.93.213/live.php?id=东南卫视
吉林卫视,http://148.135.93.213/live.php?id=吉林卫视
四川卫视,http://148.135.93.213/live.php?id=四川卫视
天津卫视,http://148.135.93.213/live.php?id=天津卫视
安徽卫视,http://148.135.93.213/live.php?id=安徽卫视
山东卫视,http://148.135.93.213/live.php?id=山东卫视
山西卫视,http://148.135.93.213/live.php?id=山西卫视
广西卫视,http://148.135.93.213/live.php?id=广西卫视
河北卫视,http://148.135.93.213/live.php?id=河北卫视
河南卫视,http://148.135.93.213/live.php?id=河南卫视
深圳卫视,http://148.135.93.213/live.php?id=深圳卫视
甘肃卫视,http://148.135.93.213/live.php?id=甘肃卫视
贵州卫视,http://148.135.93.213/live.php?id=贵州卫视
辽宁卫视,http://148.135.93.213/live.php?id=辽宁卫视
重庆卫视,http://148.135.93.213/live.php?id=重庆卫视
黑龙江卫视,http://148.135.93.213/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213/live.php?id=海南卫视
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视
西藏卫视,http://148.135.93.213/live.php?id=西藏卫视
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8

4K欣赏,#genre#
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
北京卫视,http://148.135.93.213/live.php?id=北京卫视
北京纪实科教8K,http://8.138.7.223/tv/brtv8k.php
CCTV-4K,http://www.douzhicloud.site:35455/nptv/cctv4k.m3u8
CCTV-16-4K,http://www.douzhicloud.site:35455/nptv/cctv16.m3u8
CCTV-8K,http://www.douzhicloud.site:35455/nptv/cctv8k.m3u8
Love Nature 4K「自然」,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Loupe 4K「视觉」,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Fashion 4K「时尚」,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8

NewTV,#genre#
黑莓电影,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电竞,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
超级电影,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级电视剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV超级综艺,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV超级体育,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV精品大剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品纪录,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV精品体育,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV金牌综艺,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV东北热剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV动作电影,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV家庭剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV军旅剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV古装剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV爱情喜剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV欢乐剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV明星大片,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV海外剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV惊悚悬疑,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV军事评论,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV怡伴健康,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV武搏世界,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV中国功夫,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV农业致富,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV潮妈辣婆,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV炫舞未来,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
电视剧,http://39.135.133.157/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225664/index.m3u8
综艺,http://39.135.133.157/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225671/index.m3u8
体育,http://39.135.133.157/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225680/index.m3u8

咪咕体育,#genre#
咪咕视频_8M1080_咪视通-1,http://lobe.concordcityx.com:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-2,http://lobe.concordcityx.com:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-3,http://lobe.concordcityx.com:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-4,http://lobe.concordcityx.com:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-5,http://lobe.concordcityx.com:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-6,http://lobe.concordcityx.com:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-7,http://lobe.concordcityx.com:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-8,http://lobe.concordcityx.com:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-9,http://lobe.concordcityx.com:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-10,http://lobe.concordcityx.com:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-11,http://lobe.concordcityx.com:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-12,http://lobe.concordcityx.com:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-13,http://lobe.concordcityx.com:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-14,http://lobe.concordcityx.com:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-15,http://lobe.concordcityx.com:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-16,http://lobe.concordcityx.com:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-17,http://lobe.concordcityx.com:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-18,http://lobe.concordcityx.com:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-19,http://lobe.concordcityx.com:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-20,http://lobe.concordcityx.com:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-21,http://lobe.concordcityx.com:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-22,http://lobe.concordcityx.com:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-23,http://lobe.concordcityx.com:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-24,http://lobe.concordcityx.com:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-25,http://lobe.concordcityx.com:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-26,http://lobe.concordcityx.com:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-27,http://lobe.concordcityx.com:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-28,http://lobe.concordcityx.com:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-29,http://lobe.concordcityx.com:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-30,http://lobe.concordcityx.com:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-31,http://lobe.concordcityx.com:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-32,http://lobe.concordcityx.com:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-33,http://lobe.concordcityx.com:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-34,http://lobe.concordcityx.com:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-35,http://lobe.concordcityx.com:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-36,http://lobe.concordcityx.com:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-37,http://lobe.concordcityx.com:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-38,http://lobe.concordcityx.com:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-39,http://lobe.concordcityx.com:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-40,http://lobe.concordcityx.com:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-41,http://lobe.concordcityx.com:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-42,http://lobe.concordcityx.com:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-43,http://lobe.concordcityx.com:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-44,http://lobe.concordcityx.com:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-45,http://lobe.concordcityx.com:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频_8M1080_湖南bblive-1,http://lobe.concordcityx.com:35455/itv/2000000003000000060.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-2,http://lobe.concordcityx.com:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-3,http://lobe.concordcityx.com:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-4,http://lobe.concordcityx.com:35455/itv/2000000003000000063.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-5,http://lobe.concordcityx.com:35455/itv/2000000003000000064.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-6,http://lobe.concordcityx.com:35455/itv/2000000003000000065.m3u8?cdn=hnbblive
咪咕视频_8M1080_易视腾-1,http://lobe.concordcityx.com:35455/itv/1000000006000270001.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-2,http://lobe.concordcityx.com:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-3,http://lobe.concordcityx.com:35455/itv/1000000006000270003.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-4,http://lobe.concordcityx.com:35455/itv/1000000006000270004.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-5,http://lobe.concordcityx.com:35455/itv/1000000006000270005.m3u8?cdn=ystenlive

移动央卫备用,#genre#
CCTV1,http://39.134.65.141/PLTV/88888888/224/3221225816/1.m3u8
CCTV3,http://39.134.65.141/PLTV/88888888/224/3221225799/1.m3u8
CCTV4,http://39.134.65.141/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.141/PLTV/88888888/224/3221226092/1.m3u8
CCTV5,http://39.134.65.141/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.134.65.141/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.134.65.141/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.134.65.141/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.134.65.141/PLTV/88888888/224/3221225795/1.m3u8
CCTV9,http://39.134.65.141/PLTV/88888888/224/3221225676/1.m3u8
CCTV10,http://39.134.65.141/PLTV/88888888/224/3221225677/1.m3u8
CCTV11,http://39.134.65.141/PLTV/88888888/224/3221225517/1.m3u8
CCTV11,http://39.134.65.141/PLTV/88888888/224/3221226123/1.m3u8
CCTV12,http://39.134.65.141/PLTV/88888888/224/3221225669/1.m3u8
CCTV13,http://39.134.65.141/PLTV/88888888/224/3221225812/1.m3u8
CCTV13,http://39.134.65.141/PLTV/88888888/224/3221226077/1.m3u8
CCTV13,http://39.134.65.141/PLTV/88888888/224/3221226125/1.m3u8
CCTV14,http://39.134.65.141/PLTV/88888888/224/3221225674/1.m3u8
CCTV14,http://39.134.65.141/PLTV/88888888/224/3221226132/1.m3u8
CCTV15,http://39.134.65.141/PLTV/88888888/224/3221225513/1.m3u8
CCTV16,http://39.134.65.141/PLTV/88888888/224/3221225893/1.m3u8
CCTV17,http://39.134.65.141/PLTV/88888888/224/3221225708/1.m3u8
浙江卫视,http://39.134.65.141/PLTV/88888888/224/3221225514/1.m3u8
优购物,http://39.134.65.141/PLTV/88888888/224/3221225524/1.m3u8
优购物,http://39.134.65.141/PLTV/88888888/224/3221225679/1.m3u8
新闻综合,http://39.134.65.141/PLTV/88888888/224/3221226073/1.m3u8
天津卫视,http://39.134.65.141/PLTV/88888888/224/3221225972/1.m3u8
四川卫视,http://39.134.65.141/PLTV/88888888/224/3221225970/1.m3u8
山东卫视,http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8
辽宁卫视,http://39.134.65.141/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.141/PLTV/88888888/224/3221226089/1.m3u8
睛彩篮球,http://39.134.65.141/PLTV/88888888/224/3221225895/1.m3u8
睛彩篮球,http://39.134.65.141/PLTV/88888888/224/3221226027/1.m3u8
睛彩竞技,http://39.134.65.141/PLTV/88888888/224/3221225897/1.m3u8
金牌综艺,http://39.134.65.141/PLTV/88888888/224/3221225525/1.m3u8
江苏卫视,http://39.134.65.141/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.141/PLTV/88888888/224/3221225938/1.m3u8
吉林卫视,http://39.134.65.141/PLTV/88888888/224/3221225981/1.m3u8
欢乐剧场,http://39.134.65.141/PLTV/88888888/224/3221225682/1.m3u8
湖南卫视,http://39.134.65.141/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.141/PLTV/88888888/224/3221225977/1.m3u8
湖北卫视,http://39.134.65.141/PLTV/88888888/224/3221225975/1.m3u8
黑莓动画,http://39.134.65.141/PLTV/88888888/224/3221225529/1.m3u8
黑莓电影,http://39.134.65.141/PLTV/88888888/224/3221225681/1.m3u8
黑龙江影视,http://39.134.65.141/PLTV/88888888/224/3221225973/1.m3u8
黑龙江新闻法治,http://39.134.65.141/PLTV/88888888/224/3221225967/1.m3u8
黑龙江文体,http://39.134.65.141/PLTV/88888888/224/3221225965/1.m3u8
黑龙江卫视,http://39.134.65.141/PLTV/88888888/224/3221225985/1.m3u8
黑龙江卫视,http://39.134.65.141/PLTV/88888888/224/3221226060/1.m3u8
黑龙江少儿,http://39.134.65.141/PLTV/88888888/224/3221225979/1.m3u8
黑龙江农业科教,http://39.134.65.141/PLTV/88888888/224/3221225994/1.m3u8
黑龙江都市,http://39.134.65.141/PLTV/88888888/224/3221225969/1.m3u8
贵州卫视,http://39.134.65.141/PLTV/88888888/224/3221225974/1.m3u8
广东卫视,http://39.134.65.141/PLTV/88888888/224/3221225966/1.m3u8
东方卫视,http://39.134.65.141/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.141/PLTV/88888888/224/3221225942/1.m3u8
超级综艺,http://39.134.65.141/PLTV/88888888/224/3221225642/1.m3u8
超级电影,http://39.134.65.141/PLTV/88888888/224/3221225644/1.m3u8
超级电视剧,http://39.134.65.141/PLTV/88888888/224/3221225637/1.m3u8
北京卫视,http://39.134.65.141/PLTV/88888888/224/3221225678/1.m3u8
安徽卫视,http://39.134.65.141/PLTV/88888888/224/3221225925/1.m3u8
广东体育,http://120.198.101.106:9901/tsfile/live/1012_1.m3u8?key=txiptv
哈尔滨新闻综合,https://masterpull.hljtv.com/live/sPvVy8Ju.m3u8
巴彦综合,https://masterpull.hljtv.com/live/vAtZi96R.m3u8
方正综合,https://masterpull.hljtv.com/live/sSN2Uyb2.m3u8
尚志市综合,https://masterpull.hljtv.com/live/EQnKvoc9.m3u8
通河综合,https://masterpull.hljtv.com/live/b71kCDir.m3u8
五常综合,https://masterpull.hljtv.com/live/R9bOklLT.m3u8
延寿综合,https://masterpull.hljtv.com/live/XBqKssjB.m3u8
依兰综合,https://masterpull.hljtv.com/live/4sTJDdbE.m3u8
齐齐哈尔新闻综合,https://masterpull.hljtv.com/live/dUi8b96l.m3u8
拜泉综合,https://masterpull.hljtv.com/live/zHtOXXUz.m3u8
富裕综合,https://masterpull.hljtv.com/live/MKFLhcpa.m3u8
甘南综合,https://masterpull.hljtv.com/live/YbFyF4Jb.m3u8
克东综合,https://masterpull.hljtv.com/live/PO1DiGiN.m3u8
克山综合,https://masterpull.hljtv.com/live/58lOw0L5.m3u8
龙江综合,https://masterpull.hljtv.com/live/vRSdDMSR.m3u8
讷河市综合,https://masterpull.hljtv.com/live/PXWxDY1V.m3u8
泰来综合,https://masterpull.hljtv.com/live/cfkAgOUK.m3u8
依安综合,https://masterpull.hljtv.com/live/4hhgo1mX.m3u8
东宁综合,https://masterpull.hljtv.com/live/UQdxnsw8.m3u8
海林综合,https://masterpull.hljtv.com/live/lqo9Fcdy.m3u8
林口综合,https://masterpull.hljtv.com/live/pqheD07F.m3u8
穆棱新闻综合,https://masterpull.hljtv.com/live/5c9Mi3FV.m3u8
宁安综合,https://masterpull.hljtv.com/live/BV2wr0vH.m3u8
绥芬河综合,https://masterpull.hljtv.com/live/pXxFNIbi.m3u8
佳木斯新闻综合,https://masterpull.hljtv.com/live/l9wQtsVs.m3u8
富锦综合,https://masterpull.hljtv.com/live/wOBN3GqO.m3u8
抚远综合,https://masterpull.hljtv.com/live/tVnkOTOG.m3u8
桦川综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
桦南综合,https://masterpull.hljtv.com/live/76oCVZd3.m3u8
同江综合,https://masterpull.hljtv.com/live/oFc7fCUf.m3u8
汤原综合,https://masterpull.hljtv.com/live/lt2CmppY.m3u8
大庆新闻综合,https://masterpull.hljtv.com/live/4WdrZLCq.m3u8
杜尔伯特综合,https://masterpull.hljtv.com/live/eCNHwyyW.m3u8
林甸综合,https://masterpull.hljtv.com/live/23PN6NW9.m3u8
肇源综合,https://masterpull.hljtv.com/live/XkQg7QSI.m3u8
肇州综合,https://masterpull.hljtv.com/live/imOHYJ77.m3u8
鸡西新闻综合,https://masterpull.hljtv.com/live/uqFwlQDH.m3u8
虎林综合,https://masterpull.hljtv.com/live/SJJAEqBS.m3u8
密山综合,https://masterpull.hljtv.com/live/iYi97JTN.m3u8
宝清综合,https://masterpull.hljtv.com/live/HBp9MLoA.m3u8
集贤综合,https://masterpull.hljtv.com/live/CyJ3RKND.m3u8
饶河综合,https://masterpull.hljtv.com/live/DokNxER6.m3u8
友谊综合,https://masterpull.hljtv.com/live/LVpBWYXl.m3u8
伊春综合,https://masterpull.hljtv.com/live/vQtnS3vX.m3u8
嘉荫综合,https://masterpull.hljtv.com/live/k5IX9frJ.m3u8
铁力市综合,https://masterpull.hljtv.com/live/iUtbDFud.m3u8
七台河新闻综合,https://masterpull.hljtv.com/live/9FZ7k2XF.m3u8
勃利综合,https://masterpull.hljtv.com/live/6rx9bifO.m3u8
鹤岗新闻综合,https://masterpull.hljtv.com/live/rApKWXbX.m3u8
绥滨综合,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8
绥化新闻综合,https://masterpull.hljtv.com/live/v4o2g1hs.m3u8
海伦市综合,https://masterpull.hljtv.com/live/VFNlgeFO.m3u8
兰西综合,https://masterpull.hljtv.com/live/SYG06DEw.m3u8
绥棱综合,https://masterpull.hljtv.com/live/p7WSvrJJ.m3u8
望奎综合,https://masterpull.hljtv.com/live/d3loVdqX.m3u8
黑河新闻综合,https://masterpull.hljtv.com/live/iyoENgSP.m3u8
北安市综合,https://masterpull.hljtv.com/live/EfoBDa06.m3u8
嫩江市综合,https://masterpull.hljtv.com/live/hrSfaA6T.m3u8
孙吴综合,https://masterpull.hljtv.com/live/eXFjvNaf.m3u8
五大连池市综合,https://masterpull.hljtv.com/live/6ic4FFgF.m3u8
逊克综合,https://masterpull.hljtv.com/live/a0CULO9O.m3u8
大兴安岭新闻综合,https://masterpull.hljtv.com/live/H2kVyS15.m3u8
呼玛综合,https://masterpull.hljtv.com/live/yN3vDovm.m3u8
漠河市综合,https://masterpull.hljtv.com/live/rlVvbTZN.m3u8
塔河综合,https://masterpull.hljtv.com/live/qXrATpGj.m3u8

网宿线路[IPv4],#genre#
镇江2套,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
广西国际,https://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8
洛阳文旅,https://wshlslive.migucloud.com/live/CVN934JS_C0/playlist.m3u8
洛阳科教,https://wshlslive.migucloud.com/live/RJ0EYBCZ_C0/playlist.m3u8
洛阳综合,https://wshlslive.migucloud.com/live/6AL7GTQX_C0/playlist.m3u8
新动漫,http://nas.hssvm.com:8888/udp/225.1.1.216:5002
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
神乐欧美影院,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=3b64dd17d293b133c58bda21e3147e5b&token=cpn-androidmpro-0-20415-b6774b3b3249db1768f0ac048c5ed218ac54e1f82b04b2bf&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
神乐华语影院,http://tc-tct.douyucdn2.cn/dyliveflv1a/85894rmovieChow_4000.xs?wsAuth=ba1c90644d5727f7eff2d821807aceb6&token=web-h5-90270207-85894-853ec75fcb0c6ecaca17aa65580152fde64a0f1c44c269f0&logo=0&expire=0&did=d1bae13724faf6e93becdd6000021601&origin=hw
小鬼华语影院,http://tc-tct.douyucdn2.cn/dyliveflv1a/3928r9p0BHMDG_2000.xs?wsAuth=3c48b706fe90d736d90b5622adfc09d2&token=web-h5-0-3928-15d95fcfde11a749199abfc5ac7bdee6727c6402febadfb8&logo=0&expire=0&did=24482b48b98804f2b0a5b17400041701
西游记续集,http://zzy789.xyz/douyu1.php?id=3113309
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8

数字频道,#genre#
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影HD,http://8.138.7.223/tv/hot.php?id=65
CHC家庭影院HD,http://8.138.7.223/tv/hot.php?id=67
